Import Deal ID,Deal Name,Customer Code,Sector,Deal Stage,Deal Status,Deal Value,Win Probability,Tentative Close Date,Tentative Close Period,Actual Close Date,Deal Owner,Created Date,Product or Service,Data Quality Severity,Data Quality Issues,Source Row Number
IMPORT-DEAL-36B6AD564F00,Alphonse,COMPANY_078,Railways,Project Lost,Dead,,,2024-11-18,,,OWNER_006,2024-09-20,,info,[customer_code_normalized] Customer code normalized as 'COMPANY_078' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-36B6AD564F00 due to missing source primary key | [missing_deal_value] Deal value is missing | [missing_probability] Closure probability is missing (not imputed),79
IMPORT-DEAL-8964438E96F5,Alphonse,COMPANY_112,Others,Not Relevant Currently,Dead,,,2024-10-31,,,OWNER_006,2024-09-20,,info,[customer_code_normalized] Customer code normalized as 'COMPANY_112' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-8964438E96F5 due to missing source primary key | [missing_deal_value] Deal value is missing | [missing_probability] Closure probability is missing (not imputed),80
IMPORT-DEAL-D268CED53E95,Alphonse,COMPANY_071,Renewables,Project Lost,Dead,489360.0,,2025-01-14,,,OWNER_003,2024-09-20,Pure Service,info,[customer_code_normalized] Customer code normalized as 'COMPANY_071' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-D268CED53E95 due to missing source primary key | [missing_probability] Closure probability is missing (not imputed),81
IMPORT-DEAL-F4D16F3B4931,Alphonse,COMPANY_133,Renewables,Project On Hold,Dead,,,2025-05-13,,,OWNER_003,2024-09-20,Pure Service,info,[customer_code_normalized] Customer code normalized as 'COMPANY_133' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-F4D16F3B4931 due to missing source primary key | [missing_deal_value] Deal value is missing | [missing_probability] Closure probability is missing (not imputed),82
IMPORT-DEAL-DB66E4320829,Alphonse,COMPANY_194,Construction,Not Relevant Currently,Dead,,,2024-10-31,,,OWNER_003,2024-09-20,Pure Service,info,[customer_code_normalized] Customer code normalized as 'COMPANY_194' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-DB66E4320829 due to missing source primary key | [missing_deal_value] Deal value is missing | [missing_probability] Closure probability is missing (not imputed),83
IMPORT-DEAL-D1D4A08FD570,Alphonse,COMPANY_142,Others,Project Lost,Dead,,,2024-11-08,,,OWNER_006,2024-10-07,,info,[customer_code_normalized] Customer code normalized as 'COMPANY_142' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-D1D4A08FD570 due to missing source primary key | [missing_deal_value] Deal value is missing | [missing_probability] Closure probability is missing (not imputed),84
IMPORT-DEAL-9491702C4015,Spike Spiegel,COMPANY_169,Powerline,Project Lost,Dead,,,2025-06-23,,,OWNER_006,2024-10-07,,info,[customer_code_normalized] Customer code normalized as 'COMPANY_169' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-9491702C4015 due to missing source primary key | [missing_deal_value] Deal value is missing | [missing_probability] Closure probability is missing (not imputed),85
IMPORT-DEAL-F91AEAB4EB55,Faye Valentine,COMPANY_186,Mining,Demo Done,Dead,,,2024-11-30,,,,2024-10-08,,info,[customer_code_normalized] Customer code normalized as 'COMPANY_186' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-F91AEAB4EB55 due to missing source primary key | [missing_deal_value] Deal value is missing | [missing_probability] Closure probability is missing (not imputed),86
IMPORT-DEAL-B9125D68C3EC,Kenshin,COMPANY_186,Mining,Invoice Sent,Dead,,,2024-11-16,,,,2024-11-01,,info,[customer_code_normalized] Customer code normalized as 'COMPANY_186' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-B9125D68C3EC due to missing source primary key | [missing_deal_value] Deal value is missing | [missing_probability] Closure probability is missing (not imputed),87
IMPORT-DEAL-0A602EC0C7E2,Rei,COMPANY_172,Others,Proposal Sent,Dead,,,2024-12-31,,,,2024-11-02,,info,[customer_code_normalized] Customer code normalized as 'COMPANY_172' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-0A602EC0C7E2 due to missing source primary key | [missing_deal_value] Deal value is missing | [missing_probability] Closure probability is missing (not imputed),88
IMPORT-DEAL-C4BAEA15B171,Jake the Dog,COMPANY_017,Renewables,Proposal Sent,Dead,,,2024-12-31,,,,2024-11-05,,info,[customer_code_normalized] Customer code normalized as 'COMPANY_017' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-C4BAEA15B171 due to missing source primary key | [missing_deal_value] Deal value is missing | [missing_probability] Closure probability is missing (not imputed),89
IMPORT-DEAL-2DEB90C3BF28,Piccolo,COMPANY_085,Mining,Project On Hold,Dead,,,2025-06-23,,,OWNER_001,2024-11-17,,info,[customer_code_normalized] Customer code normalized as 'COMPANY_085' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-2DEB90C3BF28 due to missing source primary key | [missing_deal_value] Deal value is missing | [missing_probability] Closure probability is missing (not imputed),90
IMPORT-DEAL-AB5462F10705,Totoro,COMPANY_121,Mining,Project Lost,Dead,17739300.0,,2025-05-13,,,OWNER_003,2024-11-17,Pure Service,info,[customer_code_normalized] Customer code normalized as 'COMPANY_121' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-AB5462F10705 due to missing source primary key | [missing_probability] Closure probability is missing (not imputed),91
IMPORT-DEAL-B37D64F88336,Chihiro,COMPANY_116,Mining,Project Lost,Dead,1223400.0,,2025-01-14,,,OWNER_003,2024-11-17,Pure Service,info,[customer_code_normalized] Customer code normalized as 'COMPANY_116' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-B37D64F88336 due to missing source primary key | [missing_probability] Closure probability is missing (not imputed),92
IMPORT-DEAL-E956279FF7DA,Howl,COMPANY_025,Others,Project Lost,Dead,244680.0,,2025-01-14,,,OWNER_003,2024-11-17,Pure Service,info,[customer_code_normalized] Customer code normalized as 'COMPANY_025' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-E956279FF7DA due to missing source primary key | [missing_probability] Closure probability is missing (not imputed),93
IMPORT-DEAL-C7884CE6945F,Kiki,COMPANY_133,Renewables,Project On Hold,Dead,244680.0,,2025-05-13,,,OWNER_003,2024-11-17,Pure Service,info,[customer_code_normalized] Customer code normalized as 'COMPANY_133' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-C7884CE6945F due to missing source primary key | [missing_probability] Closure probability is missing (not imputed),94
IMPORT-DEAL-642865FB55A3,Monkey D. Dragon,COMPANY_120,Renewables,Project Lost,Dead,,,2025-01-17,,,OWNER_001,2024-11-17,,info,[customer_code_normalized] Customer code normalized as 'COMPANY_120' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-642865FB55A3 due to missing source primary key | [missing_deal_value] Deal value is missing | [missing_probability] Closure probability is missing (not imputed),95
IMPORT-DEAL-F506B0F25484,Shanks,COMPANY_175,Mining,Project Lost,Dead,305850.0,,2025-01-14,,,OWNER_003,2024-11-17,Pure Service,info,[customer_code_normalized] Customer code normalized as 'COMPANY_175' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-F506B0F25484 due to missing source primary key | [missing_probability] Closure probability is missing (not imputed),96
IMPORT-DEAL-757381107DA9,Shanks,COMPANY_058,Renewables,Project Lost,Dead,305850.0,,2025-01-14,,,OWNER_003,2024-11-17,Pure Service,info,[customer_code_normalized] Customer code normalized as 'COMPANY_058' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-757381107DA9 due to missing source primary key | [missing_probability] Closure probability is missing (not imputed),97
IMPORT-DEAL-987119959323,Pain,COMPANY_020,Others,Project Lost,Dead,,,2024-12-27,,,OWNER_006,2024-11-17,,info,[customer_code_normalized] Customer code normalized as 'COMPANY_020' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-987119959323 due to missing source primary key | [missing_deal_value] Deal value is missing | [missing_probability] Closure probability is missing (not imputed),98
IMPORT-DEAL-1DDFA4C069D7,Ace,COMPANY_122,Renewables,Project Lost,Dead,,,2024-12-13,,,OWNER_006,2024-11-18,,info,[customer_code_normalized] Customer code normalized as 'COMPANY_122' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-1DDFA4C069D7 due to missing source primary key | [missing_deal_value] Deal value is missing | [missing_probability] Closure probability is missing (not imputed),99
IMPORT-DEAL-05C8B14A2DD0,Gaara,COMPANY_122,Renewables,Project Lost,Dead,,,2025-06-22,,,OWNER_006,2024-11-18,,info,[customer_code_normalized] Customer code normalized as 'COMPANY_122' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-05C8B14A2DD0 due to missing source primary key | [missing_deal_value] Deal value is missing | [missing_probability] Closure probability is missing (not imputed),100
IMPORT-DEAL-C2614319EF2B,Itachi,COMPANY_157,Mining,Project Lost,Dead,21409500.0,,2025-01-14,,,OWNER_003,2024-11-19,Pure Service,info,[customer_code_normalized] Customer code normalized as 'COMPANY_157' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-C2614319EF2B due to missing source primary key | [missing_probability] Closure probability is missing (not imputed),101
IMPORT-DEAL-59059F9ADA66,Itachi,COMPANY_016,Renewables,Sales Qualified Lead,Dead,,,2024-12-31,,,,2024-11-21,,info,[customer_code_normalized] Customer code normalized as 'COMPANY_016' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-59059F9ADA66 due to missing source primary key | [missing_deal_value] Deal value is missing | [missing_probability] Closure probability is missing (not imputed),102
IMPORT-DEAL-9666A3019D54,Itachi,COMPANY_172,Mining,Sales Qualified Lead,Dead,,,2025-01-31,,,,2024-12-04,,info,[customer_code_normalized] Customer code normalized as 'COMPANY_172' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-9666A3019D54 due to missing source primary key | [missing_deal_value] Deal value is missing | [missing_probability] Closure probability is missing (not imputed),103
IMPORT-DEAL-7A15D6DFB4C1,Itachi,COMPANY_018,Others,Invoice Sent,Dead,,,2024-12-20,,,,2024-12-12,,info,[customer_code_normalized] Customer code normalized as 'COMPANY_018' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-7A15D6DFB4C1 due to missing source primary key | [missing_deal_value] Deal value is missing | [missing_probability] Closure probability is missing (not imputed),104
IMPORT-DEAL-34A2919BE022,Kaguya,COMPANY_150,Renewables,Project Lost,Dead,,,2025-01-31,,,OWNER_006,2024-12-27,,info,[customer_code_normalized] Customer code normalized as 'COMPANY_150' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-34A2919BE022 due to missing source primary key | [missing_deal_value] Deal value is missing | [missing_probability] Closure probability is missing (not imputed),105
IMPORT-DEAL-02AB35000CB1,Kaguya,COMPANY_128,Mining,Invoice Sent,Dead,,,2025-01-23,,,OWNER_006,2025-01-03,,info,[customer_code_normalized] Customer code normalized as 'COMPANY_128' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-02AB35000CB1 due to missing source primary key | [missing_deal_value] Deal value is missing | [missing_probability] Closure probability is missing (not imputed),106
IMPORT-DEAL-221EFC50D485,Bulma,COMPANY_072,Mining,Project Lost,Dead,4037220.0,,2025-07-04,,,OWNER_003,2025-01-14,Pure Service,info,[customer_code_normalized] Customer code normalized as 'COMPANY_072' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-221EFC50D485 due to missing source primary key | [missing_probability] Closure probability is missing (not imputed),107
IMPORT-DEAL-7DA68B460E09,Trunks,COMPANY_038,Renewables,Not Relevant Currently,Dead,489360.0,,2025-02-28,,,OWNER_003,2025-01-16,Pure Service,info,[customer_code_normalized] Customer code normalized as 'COMPANY_038' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-7DA68B460E09 due to missing source primary key | [missing_probability] Closure probability is missing (not imputed),108
IMPORT-DEAL-02E3ED0C58E7,Trunks,COMPANY_038,Renewables,Not Relevant Currently,Dead,367020.0,,2025-02-28,,,OWNER_003,2025-01-16,Pure Service,info,[customer_code_normalized] Customer code normalized as 'COMPANY_038' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-02E3ED0C58E7 due to missing source primary key | [missing_probability] Closure probability is missing (not imputed),109
IMPORT-DEAL-797799DB54E0,Killua,COMPANY_038,Renewables,Not Relevant Currently,Dead,367020.0,,2025-02-28,,,OWNER_003,2025-01-16,Pure Service,info,[customer_code_normalized] Customer code normalized as 'COMPANY_038' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-797799DB54E0 due to missing source primary key | [missing_probability] Closure probability is missing (not imputed),110
IMPORT-DEAL-718E35B51DEE,Gon,COMPANY_038,Renewables,Not Relevant Currently,Dead,397605.0,,2025-02-28,,,OWNER_003,2025-01-16,Pure Service,info,[customer_code_normalized] Customer code normalized as 'COMPANY_038' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-718E35B51DEE due to missing source primary key | [missing_probability] Closure probability is missing (not imputed),111
IMPORT-DEAL-FDBCE208D0D3,Kurapika,COMPANY_182,Mining,Invoice Sent,Dead,,,2025-02-28,,,OWNER_001,2025-01-17,,info,[customer_code_normalized] Customer code normalized as 'COMPANY_182' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-FDBCE208D0D3 due to missing source primary key | [missing_deal_value] Deal value is missing | [missing_probability] Closure probability is missing (not imputed),112
IMPORT-DEAL-C861D4DE76B3,Hisoka,COMPANY_185,Others,Not Relevant Currently,Dead,,,2025-02-28,,,OWNER_003,2025-01-21,Pure Service,info,[customer_code_normalized] Customer code normalized as 'COMPANY_185' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-C861D4DE76B3 due to missing source primary key | [missing_deal_value] Deal value is missing | [missing_probability] Closure probability is missing (not imputed),113
IMPORT-DEAL-85AE1A2E74B8,Sailor Moon,COMPANY_196,Mining,Project Lost,Dead,,,2025-03-27,,,OWNER_003,2025-01-29,Pure Service,info,[customer_code_normalized] Customer code normalized as 'COMPANY_196' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-85AE1A2E74B8 due to missing source primary key | [missing_deal_value] Deal value is missing | [missing_probability] Closure probability is missing (not imputed),114
IMPORT-DEAL-4EFFDE2702B7,Sailor Moon,COMPANY_162,Others,Project Lost,Dead,,,2025-02-24,,,OWNER_006,2025-02-19,,info,[customer_code_normalized] Customer code normalized as 'COMPANY_162' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-4EFFDE2702B7 due to missing source primary key | [missing_deal_value] Deal value is missing | [missing_probability] Closure probability is missing (not imputed),115
IMPORT-DEAL-592BE7717265,Sailor Moon,COMPANY_160,Mining,Not Relevant Currently,Dead,,,,,,OWNER_006,2025-03-11,,info,[customer_code_normalized] Customer code normalized as 'COMPANY_160' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-592BE7717265 due to missing source primary key | [missing_deal_value] Deal value is missing | [missing_probability] Closure probability is missing (not imputed) | [missing_exact_close_date] Tentative close date is missing,116
IMPORT-DEAL-45901140CD16,Sailor Moon,COMPANY_146,Renewables,Project On Hold,Dead,,,2025-06-22,,,OWNER_006,2025-03-27,,info,[customer_code_normalized] Customer code normalized as 'COMPANY_146' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-45901140CD16 due to missing source primary key | [missing_deal_value] Deal value is missing | [missing_probability] Closure probability is missing (not imputed),117
IMPORT-DEAL-73825D30E13B,Inuyasha,COMPANY_125,Powerline,Project Lost,Dead,2849787.96,,2025-05-26,,,OWNER_002,2025-05-13,Service + Spectra,info,[customer_code_normalized] Customer code normalized as 'COMPANY_125' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-73825D30E13B due to missing source primary key | [missing_probability] Closure probability is missing (not imputed),118
IMPORT-DEAL-76ED1F44ECAA,Sesshomaru,COMPANY_125,Powerline,Project Lost,Dead,3988803.9450000003,,2025-05-26,,,OWNER_002,2025-05-13,Service + Spectra,info,[customer_code_normalized] Customer code normalized as 'COMPANY_125' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-76ED1F44ECAA due to missing source primary key | [missing_probability] Closure probability is missing (not imputed),119
IMPORT-DEAL-999F2FF60546,Sesshomaru,COMPANY_125,Powerline,Project Lost,Dead,3383159.775,,2025-05-26,,,OWNER_002,2025-05-13,Service + Spectra,info,[customer_code_normalized] Customer code normalized as 'COMPANY_125' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-999F2FF60546 due to missing source primary key | [missing_probability] Closure probability is missing (not imputed),120
IMPORT-DEAL-1DC1842AE5EB,Sesshomaru,COMPANY_154,Mining,POC,Dead,3058500.0,,2025-07-04,,,OWNER_003,2025-05-13,Pure Service,info,[customer_code_normalized] Customer code normalized as 'COMPANY_154' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-1DC1842AE5EB due to missing source primary key | [missing_probability] Closure probability is missing (not imputed),121
IMPORT-DEAL-E6632E6040EC,Kirito,COMPANY_186,Mining,Project On Hold,Dead,,,2025-09-15,,,OWNER_003,2025-05-14,Pure Service,info,[customer_code_normalized] Customer code normalized as 'COMPANY_186' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-E6632E6040EC due to missing source primary key | [missing_deal_value] Deal value is missing | [missing_probability] Closure probability is missing (not imputed),122
IMPORT-DEAL-27F95718EAD4,Asuna,COMPANY_005,Construction,Project Lost,Dead,,,2025-07-04,,,OWNER_003,2025-05-14,Pure Service,info,[customer_code_normalized] Customer code normalized as 'COMPANY_005' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-27F95718EAD4 due to missing source primary key | [missing_deal_value] Deal value is missing | [missing_probability] Closure probability is missing (not imputed),123
IMPORT-DEAL-6A372EBAB91A,Rem,COMPANY_199,Renewables,Project On Hold,Dead,,,2025-09-15,,,OWNER_003,2025-05-14,Pure Service,info,[customer_code_normalized] Customer code normalized as 'COMPANY_199' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-6A372EBAB91A due to missing source primary key | [missing_deal_value] Deal value is missing | [missing_probability] Closure probability is missing (not imputed),124
IMPORT-DEAL-F9DCA0FCC6FB,Emilia,COMPANY_071,Renewables,Project On Hold,Dead,550530.0,,2025-07-04,,,OWNER_003,2025-05-14,Pure Service,info,[customer_code_normalized] Customer code normalized as 'COMPANY_071' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-F9DCA0FCC6FB due to missing source primary key | [missing_probability] Closure probability is missing (not imputed),125
IMPORT-DEAL-CED061A890D4,Subaru,COMPANY_027,Railways,Not Relevant,Dead,,,2025-06-30,,,OWNER_003,2025-05-14,Pure Service,info,[customer_code_normalized] Customer code normalized as 'COMPANY_027' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-CED061A890D4 due to missing source primary key | [missing_deal_value] Deal value is missing | [missing_probability] Closure probability is missing (not imputed),126
IMPORT-DEAL-D99FE585E757,Subaru,COMPANY_186,Mining,Not Relevant,Dead,,,2025-06-30,,,OWNER_003,2025-05-14,Pure Service,info,[customer_code_normalized] Customer code normalized as 'COMPANY_186' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-D99FE585E757 due to missing source primary key | [missing_deal_value] Deal value is missing | [missing_probability] Closure probability is missing (not imputed),127
IMPORT-DEAL-F67AFF34BCC1,Subaru,COMPANY_101,Railways,POC,Dead,3670200.0,,2025-07-04,,,OWNER_003,2025-05-14,Pure Service,info,[customer_code_normalized] Customer code normalized as 'COMPANY_101' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-F67AFF34BCC1 due to missing source primary key | [missing_probability] Closure probability is missing (not imputed),128
IMPORT-DEAL-ABF051FE85FB,Subaru,COMPANY_066,Railways,Not Relevant,Dead,,,2025-06-30,,,OWNER_003,2025-05-14,Pure Service,info,[customer_code_normalized] Customer code normalized as 'COMPANY_066' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-ABF051FE85FB due to missing source primary key | [missing_deal_value] Deal value is missing | [missing_probability] Closure probability is missing (not imputed),129
IMPORT-DEAL-575674EBE666,Subaru,COMPANY_198,Others,Project Lost,Dead,,,2025-07-04,,,OWNER_003,2025-05-14,Pure Service,info,[customer_code_normalized] Customer code normalized as 'COMPANY_198' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-575674EBE666 due to missing source primary key | [missing_deal_value] Deal value is missing | [missing_probability] Closure probability is missing (not imputed),130
IMPORT-DEAL-DAD6045B1091,Subaru,COMPANY_176,Renewables,Not Relevant Currently,Dead,,,2025-06-30,,,OWNER_003,2025-05-14,Pure Service,info,[customer_code_normalized] Customer code normalized as 'COMPANY_176' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-DAD6045B1091 due to missing source primary key | [missing_deal_value] Deal value is missing | [missing_probability] Closure probability is missing (not imputed),131
IMPORT-DEAL-71CB16993D6D,Subaru,COMPANY_145,Renewables,Project Lost,Dead,54441300.0,,2025-07-28,,,OWNER_003,2025-05-14,Pure Service,info,[customer_code_normalized] Customer code normalized as 'COMPANY_145' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-71CB16993D6D due to missing source primary key | [missing_probability] Closure probability is missing (not imputed),132
IMPORT-DEAL-47AE0839F6E5,Subaru,COMPANY_058,Renewables,Project On Hold,Dead,305850.0,,2025-07-04,,,OWNER_003,2025-05-14,Pure Service,info,[customer_code_normalized] Customer code normalized as 'COMPANY_058' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-47AE0839F6E5 due to missing source primary key | [missing_probability] Closure probability is missing (not imputed),133
IMPORT-DEAL-C64EE2F2E3E5,Subaru,COMPANY_155,Others,Not Relevant Currently,Dead,,,2025-06-30,,,OWNER_003,2025-05-14,Pure Service,info,[customer_code_normalized] Customer code normalized as 'COMPANY_155' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-C64EE2F2E3E5 due to missing source primary key | [missing_deal_value] Deal value is missing | [missing_probability] Closure probability is missing (not imputed),134
IMPORT-DEAL-89B4F40D364D,Kaneki,COMPANY_133,Renewables,Project On Hold,Dead,550530.0,,2025-07-28,,,OWNER_003,2025-05-14,Pure Service,info,[customer_code_normalized] Customer code normalized as 'COMPANY_133' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-89B4F40D364D due to missing source primary key | [missing_probability] Closure probability is missing (not imputed),135
IMPORT-DEAL-2D912E106086,Inosuke,COMPANY_018,Renewables,Project On Hold,Dead,550530.0,,2025-07-04,,,OWNER_003,2025-05-15,Pure Service,info,[customer_code_normalized] Customer code normalized as 'COMPANY_018' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-2D912E106086 due to missing source primary key | [missing_probability] Closure probability is missing (not imputed),136
IMPORT-DEAL-883F7054980F,Touka,COMPANY_114,Renewables,Not Relevant,Dead,,,2025-06-30,,,OWNER_003,2025-05-15,Pure Service,info,[customer_code_normalized] Customer code normalized as 'COMPANY_114' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-883F7054980F due to missing source primary key | [missing_deal_value] Deal value is missing | [missing_probability] Closure probability is missing (not imputed),137
IMPORT-DEAL-884A9F653DD0,Jotaro,COMPANY_073,Mining,Project Lost,Dead,,,2024-11-17,,,OWNER_001,2024-08-09,,info,[customer_code_normalized] Customer code normalized as 'COMPANY_073' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-884A9F653DD0 due to missing source primary key | [missing_deal_value] Deal value is missing | [missing_probability] Closure probability is missing (not imputed),138
IMPORT-DEAL-EC915809BAB8,Dio,COMPANY_167,Others,Project Lost,Dead,,,2025-06-23,,,OWNER_006,2024-08-12,,info,[customer_code_normalized] Customer code normalized as 'COMPANY_167' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-EC915809BAB8 due to missing source primary key | [missing_deal_value] Deal value is missing | [missing_probability] Closure probability is missing (not imputed),139
IMPORT-DEAL-A41A731B5BBC,Josuke,COMPANY_122,Renewables,Project Lost,Dead,,,2024-11-18,,,OWNER_006,2024-08-16,,info,[customer_code_normalized] Customer code normalized as 'COMPANY_122' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-A41A731B5BBC due to missing source primary key | [missing_deal_value] Deal value is missing | [missing_probability] Closure probability is missing (not imputed),140
IMPORT-DEAL-F3E124161FB6,Josuke,COMPANY_075,Others,Not Relevant Currently,Dead,,,2024-09-30,,,OWNER_003,2024-08-09,Pure Service,info,[customer_code_normalized] Customer code normalized as 'COMPANY_075' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-F3E124161FB6 due to missing source primary key | [missing_deal_value] Deal value is missing | [missing_probability] Closure probability is missing (not imputed),141
IMPORT-DEAL-F006787088D5,Giorno,COMPANY_098,Powerline,Project Lost,Dead,751473450.0,,2025-05-29,,,OWNER_002,2025-05-20,,info,[customer_code_normalized] Customer code normalized as 'COMPANY_098' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-F006787088D5 due to missing source primary key | [missing_probability] Closure probability is missing (not imputed),142
IMPORT-DEAL-EE9418344E96,Armin,COMPANY_065,Renewables,Sales Qualified Lead,Dead,,,2025-06-30,,,OWNER_006,2025-05-27,,info,[customer_code_normalized] Customer code normalized as 'COMPANY_065' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-EE9418344E96 due to missing source primary key | [missing_deal_value] Deal value is missing | [missing_probability] Closure probability is missing (not imputed),143
IMPORT-DEAL-26194A11E6C2,Erwin,COMPANY_200,Renewables,Project Lost,Dead,,,2025-07-04,,,OWNER_003,2025-05-27,Pure Service,info,[customer_code_normalized] Customer code normalized as 'COMPANY_200' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-26194A11E6C2 due to missing source primary key | [missing_deal_value] Deal value is missing | [missing_probability] Closure probability is missing (not imputed),144
IMPORT-DEAL-A1A50917E004,Shoto Todoroki,COMPANY_148,Powerline,Not Relevant,Dead,,,2025-07-31,,,OWNER_002,2025-06-10,,info,[customer_code_normalized] Customer code normalized as 'COMPANY_148' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-A1A50917E004 due to missing source primary key | [missing_deal_value] Deal value is missing | [missing_probability] Closure probability is missing (not imputed),145
IMPORT-DEAL-4839B52CCE68,Deku,COMPANY_191,Renewables,Not Relevant,Dead,,,2025-07-31,,,OWNER_003,2025-06-11,Pure Service,info,[customer_code_normalized] Customer code normalized as 'COMPANY_191' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-4839B52CCE68 due to missing source primary key | [missing_deal_value] Deal value is missing | [missing_probability] Closure probability is missing (not imputed),146
IMPORT-DEAL-153F315B6D2C,Erwin,COMPANY_152,Renewables,Not Relevant,Dead,1223400.0,,2025-07-31,,,OWNER_003,2025-06-11,Pure Service,info,[customer_code_normalized] Customer code normalized as 'COMPANY_152' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-153F315B6D2C due to missing source primary key | [missing_probability] Closure probability is missing (not imputed),147
IMPORT-DEAL-55EB4022824F,Erwin,COMPANY_034,Others,Not Relevant,Dead,,,2025-07-31,,,OWNER_003,2025-06-19,Pure Service,info,[customer_code_normalized] Customer code normalized as 'COMPANY_034' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-55EB4022824F due to missing source primary key | [missing_deal_value] Deal value is missing | [missing_probability] Closure probability is missing (not imputed),148
IMPORT-DEAL-0ED386365F89,Erwin,COMPANY_181,Renewables,POC,Dead,,,2025-07-31,,,OWNER_006,2025-06-24,,info,[customer_code_normalized] Customer code normalized as 'COMPANY_181' | [synthetic_deal_id] Assigned surrogate import key IMPORT-DEAL-0ED386365F89 due to missing source primary key | [missing_deal_value] Deal value is missing | [missing_probability] Closure probability is missing (not imputed),149
